tweet,label
i see your tweets bitch! lmfao @darealquitam von kick me to the curb i should call n curse her ass out,1
@soofcknhomo yeen suckin yeen fuckin watchu doin hoe,1
@iamtroyal5 @teflondon4200 @bossmancarl mammy push you out and had a white baby like a bitch,1
@blackymiles lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,2
@getemcraig funky hoe you gone solo,1
@taylorrdiane when a sideline hoe gets mad bitch shut up! you was okay with being second all this time now all of sudden it's a probl8230,1
@kingtunchi lol it's funny tho cuz every hoe that talk shit i nvm that shit ain't player,1
"@ondave ""@whereyohussleat @ciddyp60 ion like him he annoying i thincc he knows i don't too"" that nigga a supa fag on dave",1
fuck ah bitch all i think about is commas!,1
@tweettully this is so great regular season ball is for the birds,2
whoever mocks the poor insults his maker he who is glad at calamity will not go unpunished,2
"@almightyvinny @tonycranshaw22 @richhomiemeezy ""the hoes be by my house"" we be at tony spot mf",1
"@azlanthegoat ""these hoe ain't loyal"" a nigga who cheated on his girl 7 times and just broke up with him",1
"mom ""heard a song about some guy with bitches and a long something or other so he could fuck the world for 72 hours or something"" lolol",1
the way hawk girl did green lantern is why i do not trust these hoes nope,1
i need a trippy bitch i ain't wit that cute shit,1
cut that bitch off !,1
in real life and online i follow that sorry folks but just cause i look like a border hopper don't mean i am one born and raised here,0
this bitch think she cool with her jordan 6 rings get the fuck on,1
@lilreese300 this bitch must b from jojo world,1
"60 torch down the drain cause either i was to high and lost it or one of my ""niggas"" finessed that hoe fuckkkkk ittt",1
a miserable bitch is on the docket today lois 'misery' lerner better get grilled the ordered harassment was undeniable breakherdown war,1
it's friday bitch!,1
delusional teabagger thinks he can stop gay marriage in wisconsin lgbt teaparty gaymarriage ssm,2
@oscarstyless bye bitch byeeeee!,1
i masturbated into the lingerie catalog out of spite how dare she throw it in the trash before i get to look at it!,1
i give my niggas hope and sell these bitches dreams!,1
8220@causewereguys one wrong move and consider your bitch mine @itsgabbyella @lyssarae16,1
shoot that nigga amp his shorty bitch,1
@simplylucylu welp @idntwearcondoms the girl of your dreams is a hoe and the guy of your dreams ain't shit facts of life,1
saya natsukawa gets her pussy fucked and licked by two horny160japaneses,1
my main bitch is a ghost,1
i use to wanna fuck that bitch but not no mo!,1
@mitchsunderland ezra miller an openly queer male is playing the flash making him the first openly queer male to play a lead superhe8230,1
lookin like a total swag fag ayeeee,1
need to get the sheriff rick in here to show these pussy ass police officers who is boss,1
@mcarbonaro nice pussy,1
pornandroidiphoneipadsexxxx ebony ebony texas bbw with big deep pussy,1
i try and get back into anime but i swear every show revolves around either teenage girls or the boys who are too pussy to talk to them,1
wintertime bout to turn the grind back on don't spent enough money wit u niccas,1
@whatupag we've used the word cunt almost 3 times its beautiful,1
these hoes be busting nuts when they get a,1
@pissyopants1 man robin thicke all on black tv trying to get that pussy back,1
@copperpeony @libshateus @1dittlinger sharpton went from being a big fat snitch to a skinny bitch either way he's nothing but a carni8230,1
fuck you hoe ass nigga @uberfacts the whitefronted parrot is the only other species besides humans that french kiss as a prelude to sex,1
8220@nicekicksnico i see so many mad hoes on the tl tht shit should be illegal8221tbh,1
@sexualtruth eating your womans pussy is good for the soul,1
"lmao @iggyazalea post away about this ""bitch"" i've seen all the memes the word has to offer in regards to me i honestly don't care",1
"@wowbullet ""cuz i thought i got a wife but i picked a hoe"" im lovin these songs man keep it coming",1
@1000gramsbee bitch,1
@peeper1016 if preferring to be barefoot makes me a basic bitch sign me up do i get a free mason jar,1
@imtoblame you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney,0
! @6oyslovekeena i will never ever ever give a nigga my all unless i know for a fact he doing the same yeen finna play me bitch 9996,1
"fuck you faggot ""@alohahoesss grow up @80sbaby4life i'm gonna be an old ass man still playing video games""",0
pornandroidiphoneipadsexxxx erotic erotic and wild tits and pussy fucking,1
@czarofswag to the retards chanting usa at the fc dallas game kansas is in the usa,1
nothing worse than a baby bitch pussy go fly a kite,1
@imtoblame bitch you opulent as fuck refrain from conversing upon matters of the middle class,1
@savannacurry yelling my feelings about self centered not to think for themselves bitches is gr8,1
@bigd757 too bad hes a faggot,1
@surethingmark you didn't even pass esl yet you bitch lmao,1
it's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got benz you riding honda accord,0
@253hippy bc she's a cunt hoe bag,1
damn birds stay shitting on my car,1
are pet guinea pig is about to die this fucking blows,1
i know a lot of using ass hoes that just want bread an wheels from nigga go grind bitch,1
@urbasicyabish of course bitch i kinda wanna attempt to play madden tho,1
@vh1adeneca @260chocolate @4sunshinejones1 aye i respect ya hustle and all but dont tweet me anymore trash ass videosthank u kindly,2
@travelnevada great story of what it's really like to be a camel jockey at the camel races in @virginiacity tra8230,2
@lifeofbrandon bitch you need to bring your ass to fucking practice,1
if you one of my hoes make yourself known,1
"are you tired of the ""mock drafts"" let's just do this if clowney is not the 1st pick who thinks round 1 becomes ""chaos"" showofhands",2
8220@withfinesse 8220@shanea1 lol i 4got rose been dat nicca tho8221 1 never forget8221lol yee i was trippin,1
@foodbibie oreo cheesecake,2
same bitches they be all in my face bout how they couldn't do it be the same bitches all on his dick,1
@aldofelix naw dude i wish they're white trash,0
@hoskinsty96 @saambrowning and retarded,1
8220@kxngjase versace versace i talk shit on twitter and so that bitch blocked me8221@bremarie17,1
idiotic censorship drive by france president fails to understand that he's empowering jihadis by censoring the internet wholesale fail,2
comin from a fat bitch,1
@belong my self esteem has two levels 8226 i'm a worthless piece of shit who deserves no love 8226 bow down before me bitches i am you8230,1
i hate females that push their asses out as they walk you know you look like a retarded flamingo right,1
you're not a very good listener 8220@novacancies 8220@djzeeti twitpic a selfie with a bad bitch @zeetisgirls8221,1
@flyoutchase @haroldmajor lmfaoooo if that bitch didn't change his @ so much i could find more,1
hood niggas and bitches love emojis lmfao,0
jamaica populated with island hillbillies even linguistics are kind of the same if you sub the accent olde english derivatives,2
really bitch,1
all i want for my birthday is a big booty hoe,1
@michaelblackson shoutout to chrisbrown for beating up another bitch,1
you gotta understand that these bitches are childish,1
shut up faggot,0
agreed @oliviamrose there are a few badd ones but idkmixxed bitches is really where its at tho,1
deez hoes be actin up,1
@boner4tuna @tccgrouchy @mrsmet @vortmax29 @llmajer @dmb1031 @aplmom @frogtox @kishkaandpipiks i've had shots go off where yellow smoke,2
i hate a bitch that love a bitch that say she love a nigga too confused ass bitch what you gon' do is you gay bitch is you straight bitch,1
@ailthese all these clocks and we still don't have time for these hoes,1
honkey ass bitch tryna tell me shit,1
@toryrvgxr i be in yo bitch pussy like,1
you a hoe if u eat candy corn,1
y'all know what i'm thankful for ya bitch lmaoo my sister funny,1
all these hoes fuckin be careful! just cos she look good don't mean she's good for you!,1
@callmerenee @1inkkofrosess yasss bitch you did it,1
"@hittsblunt hits blunt ""if a guy talk to 5 girls is he a hoe or does he have hoes""",1
@blackman38tide lmfao go to bed whitey,0
"@pascuzzo ""@salon meanwhile in texas 19yearold man facing 5 years to life in prison for 25 worth of pot brownies",2
@estradax187 money is the baddest bitch i know,1
fuck a nigga feelings fuck a nigga bitch,1
and girl that pussy ain't shit to me baby girl roll up and get high,1
lmao what a comeback 8220@somethinzfuckee @0beyyourmaster @traybonmartin says the twat with the sides of her head shaved like a damn asshole,1
she wonder why im into her when all these hoes be into me,1
@everybodyhatesx shut up bitch and focus on that l tomar,1
fuck this i need a fat bitch these skinny bitches ain't hungry for da mula hahaha,1
i hate when people have terrible coping skills and complain too much oh your mom died how about you stop being a pussy,1
when ex girl friends get fat that's god saying hey man you're welcome lmfao big ole bitch,1
you know how many hot bitches i own,1
@theseanyv subtweeting and using hashtag oomf what's the difference p jk just jerkin' yo dick ya nigger faggot,1
nigga you a pussy hope you got 9 lives,1
@broski5519 lmao bitches hate u but still follow u,1
i never knew a mother so heartless and such a bitch if it were my mother she would have been popped on foh,1
@tharealist sum hoes be smoking to look cute bitch u better inhale that shit wasting weed,1
why is this bitch throwing condoms lmao,1
@jcash bradshaw ain't no hoe,1
"yeah he forgot to say ""dumb"" 8220@twisttwizzy @snoopdogg made a mistake for calling @iggyazalea bitch8221",1
@jkwest @harveywordman b in da pussy 2 mins like,1
hoes will be hoes,1
i'm pissed off bitches on my dick but shit my dick soft cause the way you carry yourself got me ticked off i ain't tryin to be rick ross,1
i don't like bat man though i fucked his bitch twice,1
"@cphil13 man i was trying to eat ""@kylegotjokes ""nigga you said it was bitches out here i showed up for nothin!""",0
@dreamvillainous you bitches you aint shit i swear you think you poppin cause you instagram famous,1
"@laurenjauregui ""karma's a bitch and so are you"" and i genuinely mean that canttrustanyone hatefakepeople",1
@naomidanielson that's like what some trailer trash chick would name their cat,1
"@superi0r422 my daddy told me not to date a man with soft hands lol either he doesn't do hard labor or he's a ""faggot""",1
@dannycatsteve because it's fucking retarded,1
chill bitch we ain't in love,1
@umadddt claw that ass! @coreystweetnass when u see that bitch who was talkin shit on twitter in public,1
@follownova yooo i was thinking bout that the other day lol you only really speaking of one person my niggah,1
i stay away from bitches that be insecure i be wild'ning out in public say i'm immature,1
bout to beat this case like a pussy nigga,1
don't talk about homecoming until you actually do it otherwise antinf people have a reason to mock the party,2
this bitch is earning 6 figures for shaking ass i'm so done,1
@gbosmg y'all gotta stop pumping these ugly hoes heads up,1
@frankieboyle you can ask yourself if you trust clegg cameron and miliband or you can vote yes and never think about the cunts ever a8230,1
@bitchkrieg hbic head bitch in charge lol,1
@efromthelost @obieonehhh doggpound never left hip hop fans just turned into hoes literally ratchet broads that pretend to like baske8230,1
"@sgtwitdajuice lame dude anyway ""@baeelectronica bitch bye @wearexci dawg look at this shit",1
@zachdorsey give me three wishes i wish i wish i wish you would bitch,1
how you look like big bad mama but make fun of a pretty bitch wow where they do that at,1
this bitch had horseradish ponytail today she dyed her bald head ass hair red and put that bitch in a pony tail smh,1
god people can be so mean this asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,2
8220@planetpob real men eat pussy8221,1
@dawnbazely thank you dawn i see our state bird graces your avatar,2
i come wit the rocks on yu can get popped on light yellow chevy same color as popcorn!,1
"difference between ""niggers"" and ""niggas"" tupac my og",1
@useemitch 1 2 3 4 how many niggers are in my store i knooooooow your stealing!,0
@victorsmith90 @vnksmith16 be out here fighting bitches like its legal,1
@sluggernation the p72 derek jeter used to hit the walkoff single in his final @yankee stadium atbat images via @mlbauthentic htt8230,2
@kiefferjason nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch,1
i didn't know my nig geazy had reached a million views on one of his songs haha that's crazy,1
lmaoo @pacdagoat tyga wife hoes and teenagers his life sucks,1
california is home to skater trash,0
@joclark6 @pache16 @pcktsizecae an just don't be a hoe about it! haha,1
still waiting for oomf to hit that hoe lololol,1
the moment when you truly believe ur a fucking pice of trash it's a lovely felling,1
@tiffnasty yes love to make em masturbate to my voice bitches love southern accents,1
@shawnirwin9 okay closet fag,0
you can't spell patrick without trick so trick or treat bitch,1
you girls needa stop with the edits damn near got catfished a week or two ago and the bitch keeps findin her way back,1
yo pussy ain't shit unless you had some @magicjohnson in it,1
got a death wish against like 675 cunts i'm just no a happy man fuckittt,1
@crownthatbitch your pussy so bomb i call it dynamite,1
okay i'm gonna need for everyone to stop calling rihanna a hoe k thanks,1
@poohsavage @thompsonera fr mane on some 100 shit cuff her if she made you that happy in one night cause these hoes for everybody fr,1
@ilovedrunkgirls 8220@dseanassafool bruh i never seen so many ugly bitches in one picture before smh is that luda8230,1
@perspectivepic retweet if you see the bird,2
receipts @loyallamb85 i still remember that time lawrence left me a vile voice mail he was angry called me a ho and everything lol,1
@billratchet @vottomanempire place pussy on stache let pussy take ride,1
@sbsylvester @cblaze bitch what meet up at plano senior high school or vines i got some shit on my chest am going take it out on yall,1
@beeasyjrizzy u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy,1
these bitches fake one min talking about a hoe next min bestfriends with the hoe,1
@xdsmooth i took yo job bitch @1bookieg,1
@duhhvenuhh love you too bitch,1
@yurista4life @paulmoon8 are you for real right now! @justinmiculka01 this kid haha where you at pussy,1
niggas amp bitches dating ugly niggas amp hoes kuz they can trust em then they cheat w the elite hoes amp niggas,1
@skylarlogsdon @vivabased bruh you fucked the shit out of my taste buds with that bitch,1
@bbcwhorship 8220@boredrappers i want to be filled with hot nigger seed,1
@littlenamms nigga what 115 without a warm up and you traveled like a bitch,1
"@kejonasavage ""@chocgirl rich homie and bird man gone be at mansion 233lan tonight "" some niggas got fuckd up by the bouncers when i w8230",1
@oddfuckingtaco damn i hate a bitch that like to argue and shit,1
@wimpwdiesel yu forgot we beat yall thats like a garbage man calling a janitor trash,2
avery 8211 adorable and petite red haired teen plays with her shaved160pussy,1
my neck! my back! lick my pussy and my crack!,1
i got yo bitch dick whipped,1
@jburnone cheating ain't no accident hoe! fallin off a bike is a accident! i ain't never seen a bitch trip amp land on no dick!,1
@dfa73 @hellyeahcalum @instyle david block that bitch,1
lmaoooooo eat that goal faggot @gezus,1
@iamlekan lmaoo nigger is scared 8220@damolabond so results are supposed to be out today lol lol8221,1
"idk what planet this bitch works on but on planet earth following my supervisors instructions does not mean im ""being resistant""",1
"""@morgandaylee i'm feeling pretty fuckin ghetto"" smh",1
@poochda63 they're young ladies @bodiedxo @poochda63 you got hoes,1
i wonder when twerking dies what will all the hoes that became world star famous lives be like wherearetheynow,1
@emadair225 illegals bringing diseases across border contagious patients separated from others by yellow tape pregnant teens,2
guys say bros before hoes i say food before dudes,1
you ratchet ass bitches gonna have nobody to blame but yourself when you get an std,1
@ogmonday 8220@satisfiedx esj got some ugly hoes yeah and them leon g students ain't making no better 999 of em fugly8221,1
"@toucherandrich wow he didn't just call them bitches from what i could see it looked like brady told the crowd ""fck you bitches!",1
if only you bitches really knew,1
"i told her too i said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",2
i have all these extra ass unnecessary clothes amp cay wanna act like a lit hoe,1
"neither have i @derekisnormal i justwhyok @pieceofshittbh ""i've never had a nigger cock""",1
alright your time is up @eviljeanyis cheesecake trash,1
@jakelewis44 i'm out this bitch too9996,1
free my brother turt and gn bitches,1
@jfromhuntington savages day is like coloreds dat wrap day hoes like mummies,1
@beautifulkeezy ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss 8230,1
a big ass wasp was flying round on my bus my dike bus driver stops the bus grabs that bitch by the wings and throws it out the window,1
@itakeovertls home of that one hoe katrina,1
ur no from here u act sound infront ae me or i'll be an awfy cunt nd break ur fukin phone tae,1
it's scheduled up already tho bitchesgt bryancranstongt one tweet and he's got joepesci out there making fun of stolenbasesgt baseball,1
@clintswiftness @00sexilexi00 you is a bitch ass nigguh,1
"' i don't like when niggahs be like "" where yo bitch at "" na i'll check you on that idc who you is mine you",1
the office fuzzy socks and my favorite blanket is literally all i need in life rn,2
9733 best asian massage on the brooklyn park slope top rated spa 97337186220221 24,2
these bitches funny like mike epps,1
"@trevondelorean bitches be 18 in 8th grade talking about ""i miss bae"" naw bitch you missed graduation",1
if you go to the barber shop on friday you have to your charger and some snacks in that bitch,1
@sickipedia i drove my daughter's guinea pig to the vet's this morning i'm quite handy with my new callaway golf clubs sickipedia,2
416 we know ya bitch @kendricklamar,1
"one of my favorite songs ""there's a man on the shoreline with a white parakeet trying to make his bird go home""",2
we dem birds,2
@basedpaco lol lebron bitch ass always making a spectacle look at me ass nigga,1
@44binko @breadtruckkbri knwin i heard dat hoe changed,1
"8220@gallinofmilk i'm a faggot"" i agree",1
@dewis14 @htotheov @dbrad80 @coleduff24 @peckadelic @bgulll1611 you're all pussies only men throw whammers in their assholes,1
i don't have hoes its a myth,1
all the ratchet hoes on cecil b,1
a basic bitch will piss me off every single time,1
@motomoto you a real bitch for that,1
@thesexiertwin making today my bitch,1
i hate when bitches think you expect something in return for buying them a cheap ass gift or food this is my life let me live!,1
' this niggah kevin hart couldn't sit down lmaoooooooooooo my niggah my niggah,1
@thatboyado you didn't even catch it pussy,1
@otbva mook gon wi 30 but this battle is bad,2
i'm 81 and i still eat animal crackers emabiggestfans1d,2
@dietrich1892 i'll show up and chug a beer or 8,2
@blackhilton some of y'all hoes thighs be so thick and can't even walk yankee food,1
this nigga said you aint going through shit you just need sum dicc9995 good try hoe its been a while but its really sum shit going down,1
hey shawnda i'm rich bitch!,1
i'm dat nigga that these hoes just can't stand bg,1
"i find it funny when fags write ""looking for bf"" on a grindr ap lol thats a fucking ap dumbass",0
@idntwearcondoms y'all bitches got to stop pushing away the niggas who really care about y'all for these niggas who don't give a fuck,1
why yes functioning tho @blaaksuedepumps are you retarded,1
you little twats,1
walk up to your house knock on the door and blow your ass off drop it off drop it off bitch i got a sawed off!,1
one of the managers tried me talking about stay till 2am and aint nobody ordering i walked shmoove out that bitch,1
no way all u niggers are employees of the month,1
when will joe stop telling pbo how to do his job you couldn't even keep a job in teabagger florida morningjoe,2
nice base running again by the @yankees fucking ponderous,1
@drizzlakerking horrible @yeiiowbang invader zim was trash,0
watchmilitary monday jihadi bitches slaying badass a10 silences taliban during intense night time firefight,1
13 shy 65 bitch 22 homosexual,1
someones clearly a stinky ass beaner,0
these bitches ain't shit i forgot to mention,1
@kaaatt0 i'm snatching all your bitches at my leisuuuure,1
@elennamichelle only when ur around me gotta keep dat scent to keep filthy niggers away,1
everybody @collinflemons was bout to fuck a fat bitch,1
' it's just me or do you not want nobody else textinginboxingkikingdmingsnapchattingemailing yo girl or niggah,1
bitch goin downnnn hillllll,1
@alexschnider niiice my nigga schinder pullin hoes,1
@tsjwashington no matter how much you bitch and complain america is in better shape to how obama found it period,1
@wendygav says the pedophile promoting dolt lmao teabagger,1
this bitch rihanna is on some dust or something,1
8220@sorryimalex i'm only back cause i don't wanna see the boys lose to trash vote5sos8221,2
brad pitt is older than charlie sheen what the fuckkkkkkkkkkkkk,1
@spaceplankton if one more fb idiot bitches about the weather i will hunt them down amp kill them with kindness because everyone is enti8230,1
8220@flvshy5 might go to plaq hc8221bitch who you gone go with,1
between this trend and the vines acting like women its like niggas couldn't wait to be faggots,0
"that's what i tell my hoes when they ain't throwing the neck ""@shibermetimbers aint nobody got time for that""",1
@sadiiex lol shut up bitchim alive! i just been going through itbut im good now,1
y'all i'm so mad i wasted them calories on that honey bun that ho was dry as hell,1
@basedpaco i'm just a normal ass dude that has no hoes and happens to be funny every once in a while,1
what kind of person am i the one that wears a beanie and does drugs and likes to fuck with bitches,1
@mattlacasse his do not until playoffs but luckily this means that any future kid will definitely root for the yanks priorities,2
my expectations are high when it comes to anything my weed my pussy my foodmy clothes n kicks people that shit needa be a1 to me,1
@almostkanye @resolutionary if crabtree woulda caught that over sherman for the game y'all woulda said sherman trash amp he got what8230,2
@bygbootiejuliie just facetime doms bitch ass,1
@imtrillasfuk a girl knows when a bitch likes her boyfriend,1
@bossliyah dm me your number hoe,1
you tried me hoe i can sinf,1
@georgiathenewsa @rosaalbae your tits may be better looking but her face makes you like a asian or latina tranny facts,0
@lilonosnitch bitch bye,1
@nyrkelsmads @davidortiz @barackobama i likes da yankees,2
women can't do something called live lifeapparently that's being a hoe,1
@lobstrthinktank but bitch nobody was wanting your ass u assumed that cuz u let dogs run up in yo filth amp u think i want some of itnot!,1
@brownskinn19 can't trust none of these bitches don't trust none of these hoes 9995,1
lil stupid ass bitch,1
8220@truuuchains if you already out of school fuck you i hate you and i hope you trip on the stage at graduation hoe8221,1
how tf you act like a bitch,1
thats why i aint cuffing until im grown af @jimmysolberg3 these hoes ain't loyal,1
his bitch ass is the same way so it don't matter,1
hate when bitches with long hair decide to get a haircut nothin good ever comes out of that,1
yo daddy is a bitch you jus a son of that boyyy,1
"@beautysraj ""ariana is probably the next beyonce"" bitch if you don't back the fuck up",1
@richiechristie1 i should've that bitches wallet was tigher than her puy,1
@briscoefunnyguy @kaeejones da fuck that hoe look sad,1
"""yup fuck em @alohahoesss playing like trash @80sbaby4life clippers don't wanna play lol""",1
@httrdcrising fuck your redskins bitch!,1
rebelscience its about sharing whaddupgt clouds it not about hogging the windturbines like a fuckin' gasbag son of a bitch,1
@thatscomplex hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap,1
pretend assholes callin the women bitches when they know they love em lol,1
i wish i had a reason to buy a suit for a wedding but clearly bitches dont know what those are,1
"@booskerz ""@dailysexsupply girls that fuck back gtgtgt @idoclyfe your last one was trash so here",1
@thedouch3 stay safe and remember if u a girl and u on ur period don't go to a party and8230bitch jus stay home u gross as shit,1
i can hear the birds chirpin!,2
i can't fuck any ol bitch niggas be desert dicks out here,0
be mean or rude to my little sister again and i'll kick your ass it applies to all of you little snooty bitches k thanks,1
niggas be impregnating the most basic of bitches no job don't know how to drive a car no money no house n wonder why they miserable,1
@theejenbunny oh you missed bitch bitxhes who got socked in the face,1
tempted to finish every sentence i say today with yo or bitch breakingbad,1
"if your a nigga and you use the term "" yassssssssss "" im just gonna assume your a fag",1
@trillest304 i wish they made a hoe fax id be like show me the hoe fax before dateing a girl,1
@ton3zz life aint shit but bitches and money i passed that weed like i studied,1
@wingsoverhoes niggas gossip like hoes i'm sleep tho,1
going for a bitch nigga neck cause nigga am rollin,1
"ofcourse when someone asks what else to eat jackass over here goes ""brownies"" big surprise here dingbat",1
teacher you had all weekend to do you homework! me uhm sorry bitch but i have a life,1
boats 'n hoes 191,1
8220@kaylendenise i hate that bitch amp the fact that oomf likes her just no 8221 retweeettt 1000x,0
no more snapchat selfies no more instagram selfies no more nothing i will not be a bad bitch a week man what am i going to do,1
watching steelers colts getting blinded by the steelers uniys look like bunch of bumblebees,2
@jjauthor us ghettosdriven by liberal ideology forged by unions amp bankrupted by selfserving dems catering to parasites!tcot,0
geez i think northkorea may be right barackobama is a monkey! surely acts like one,0
@obamac0re i don't like it peaceful that's boring i like fighting i come from the ghetto do u remember that it's p impossible for me not to,2
@esckmotrent i swear niggas use to step one foot off the bus and bitches would be like nextttt,1
going to get my id today fucking finally i'll see you retards soon,1
lmaooo wait so why everybody talm bout card crackers! i missed it,1
@aschops absolutely agree with that statement it's just so amusing how angry it makes all these teabagger scumbags that alone is worth it,1
with birds ill share this lonely view,2
8220@sotribekasey i surrounded my bad bitches i can't keep them out my face8221 wheretheyatdoe,1
@ofhdirector everybody look at this birdkilling wind mill lover,2
"@nowthatsfresh the club promoter tweet ""fucked another niggas bitch last night lol successful nite"" you the tweet amp laugh that w8230",1
"nigga relax lmao8220@southsidevic i cheat on my girl with regular bitches so this a no brainer 8220""@artillery909",1
8220@al y'all be tweakin wit that wce shit ain't no way in hell u like that bitch every single day8221,1
but atleast they let me knowur a faggot if u keep those type of twitter secrets,0
"@gawker congressman's office admits ""hell yeah benihana up in this bitch"" tweet was a mistake",1
@robisrandomaf6 tyrese a baby back bitch! hope they kill him before black history month amcwalkingdead,1
@judahworldchamp to help eliminate faking injury amp diving post game video review of dives amp give divers yellow cards after game wor8230,2
@goldnsilvercoin the worst terrorists are republican teabaggers,2
@hbcufessions all these hoes want is sum good dick amp attention all hbcu,1
we got gin mad blunts and bitches sucking dick,1
@thatbitchxo some bitches forget you have to be a friend to keep a friend getlostfakebitch9996,1
@creepgoddess oh he still talking to other bitches i bet none of my biz tho,1
@iamnicklminaj attention! leggings ain't for everybody especially you hippo looking hoes!,1
spark these bitches interests,1
@sydhinton922 if your boy breaks up with you and has a new girlfriend a couple days later then there was something you didn't know abo8230,2
leave it up to me it would've been in the trash all of it,2
@jaspen7 i'm dumb then a hoe haha i already lost that thing ya gave me today,1
german gay guy left in critical condition after being fag bashed in belgrade,1
@acealford23 double up on this game bitch,1
@mrluckytoyou if that pussy good umma moan when um eating it,1
i hate when people just randomly stop talking to you like give me a reason bitch,1
you bitch hole you never text me back can you guess who this is 8212 haha i never text anyone back my bad,1
@ogdakota lemme just throw a 302 in it how's the tranny,2
8220@cbmarie fuck them texts! it's a movement lmaooo 8220@koleworld4 courts texting rubbed off on me 82218221she used to be bitch bout it tho,1
@wesvl faggot,1
i swear i worry about me and nothing's but me i keep no other bitch on my radar i'm not gay,1
@itskingdee @1inkkofrosess fuck them hoes! i have bigger problems like do you cook at your house lol,1
i love flirting with money don't no other bitch get my time or my eye,1
damn lol censored @jwill252 redskins bitch! lets fucking go fuck the eagles we bout to burn that bitch down! httr,1
@alliebruner is my main bitch,1
friend zone ass nigguh,1
los bitch taught me the true meaning of gravity when her panties kissed her ankles!,1
@therealemandm @redisraw so is your pussy lmao,1
@flyeaglesnation yeah eagles definitely aren't finishing 4th in division not this year bitches,1
michigan is a big state the hoes on twitter and instagram make just it smaller,1
@olenohoes got a bad ass bitch just bouncing on my dick!,1
@whitbreezy once i get a cold beer in my hand there ain't no mistakin who i am i can't hide my redneck side,2
@beautifulkeezy 8220@ 8220@beautifulkeezy 8220@maxnostalgia @ you need one 8221yesss cause i'm not her bf !8221you my bitch8221,1
"@huhwhatsacondom bruuuuuuh 8220@mysportslegion kobe last night yelling at dwight howard ""you a bitch ass n""",1
@grotesmurf0 @illmartino @svenstweet @kangucup3 goh d anoniemeaso meeting heeft weer pauzenog steeds niet bij hoofdstukhoe haal ik m'n id,2
@notjohnross try being respectful instead of acting like a fucking retard,1
she said pop can u make it rain i said bitch i'm a water bearer i bring da flood i'll make you drown,1
@ochocinco if your girl didn't camp out overnight to buy you the iphone 6 your pee pee is trash,2
@crowefashow cause of the loads of pussy you get right,1
i think these bitches tryna set me uuuuhhuuhhhhhp,1
one fly ass bitch,1
@bloggerboxing @rianscalia pass the fosters faggot,0
@drphildontehue don't curve the man today in whom you may need to eat your pussy tomorrow,1
drugsgt is why giants are losing just ask barrybonds and the hedge bet fundgt worldseriesgame6 faggots,2
@jimmccloskey why does hawkeye have to be in the avengers he's such a pussy,1
welp imma hoe again @gladvillian she a hoe if she likes chocolate,1
@dinero700k these hoes really would sit in your face and act like they puttin the world in the relationship been fuckin off the whole 8230,1
charlie daniels goes off on 8216satanic evil8217,2
i would went in on that ref hell with a post game interview saying he called me sad and trash,2
8220@whiteboytatted dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya8221 its happend,1
lmfao custy bitches be like come on in,1
@childishcudl @cheefpolo bitch mind your business,1
"like my 3rd grade teacher used to say ""you either eat pussy or you are one what's it gonna be"" @jbilinovich @jzolly23",1
"na nigguh i don't know how you "" rock""",1
hoosier fans is cody zeller nominating for this years nba draft iubb,2
@mzkimberz i called you hoe lol,1
@liveitupjersey @dcassandrad @badboysix lol! that was a cyber bitch slap for sure!,1
some people are bitch ass niggas amp you should just stay far away from,1
@calistrong1 and i probably fucked yo bitch homie,1
but bitches are crazy i'd be in jail for sure,1
i'm xxx triple x rated bitch,1
@yglukeg why is arizona hot as hell and then literally 5 minutes later it's fuckin hurricane katrina up in this bitch,1
thugga let ur bitch suck'em up in rentals!,1
coon @humbleteej ltfills coffee up halfwaygt ltuses 11 irish cremes to fill other halfgt,2
@alissaonelove a nigga will talk down on a female with the same mouth he ate her pussy with,1
@notyourrealpapa thingsiliketodo serenading your bitch,1
mississippi state fans are the best to just mock it's so easy poor state it's hard getting wins against top 25 opponents failstate,2
all these hoes sweating and chasing niggas on this show,1
@sbsylvester @kiefferjason @hunterbuch66 bitch u ugly then hoe,0
@ssickstory lester tried to eat your bird,2
@dontforgete bitches be having reality twisted,1
@salacioussully hopefully not back in da ghetto,2
@bigshaadswerver @alejandrobihhh i haven't seen that hoe,1
@garcialaura ! you'll see watch he finna hit that hoe and put some,1
@theerniie @designswithsoul pull the trigger bitch,1
ios 8 autocorrect is trash @nocando my phone be capitalizing the dumbest things!,2
@bestofnike nike beanies nikeporn,1
twitter has taught me that there are so many bitch made niggas in the world don't be fooled,1
if you're gonna be a hoe then don't look for relationships you lost that privilege when you decided to be a hoe,1
never give a bitch the impression that u need them,1
